Job Title,Company,Location,Salary,Skills,Experience,Posted Date
Data Scientist,Tech Company 360,Remote,27-56 millions,"SQL, Tableau, Python",Senior,2024-05-12
Frontend Developer,Tech Company 301,Ho Chi Minh,25-58 millions,"VueJS, Nuxt",Senior,2025-05-03
Fullstack Developer,Tech Company 48,Ho Chi Minh,44-77 millions,"React, Node.js, Mongo",Lead,2025-10-02
Data Scientist,Tech Company 494,Ho Chi Minh,66-113 millions,"Python, PyTorch, AWS",Manager,2024-06-13
DevOps Engineer,Tech Company 320,Can Tho,23-46 millions,"Azure, CI/CD, Terraform",Senior,2025-01-03
Mobile Developer,Tech Company 491,Ho Chi Minh,42-80 millions,React Native,Lead,2024-03-17
Tester/QA,Tech Company 281,Ha Noi,17-28 millions,"Selenium, Python",Junior,2024-11-12
Frontend Developer,Tech Company 83,Ha Noi,42-78 millions,"HTML, CSS, JS",Lead,2024-10-29
DevOps Engineer,Tech Company 133,Ha Noi,7-20 millions,"AWS, Docker, K8s",Fresher,2025-04-16
Tester/QA,Tech Company 21,Remote,64-109 millions,"Manual Testing, SQL",Manager,2025-05-14
Mobile Developer,Tech Company 488,Ho Chi Minh,16-30 millions,React Native,Junior,2025-10-01
Mobile Developer,Tech Company 22,Ho Chi Minh,15-31 millions,"Kotlin, Android",Junior,2025-11-29
Data Scientist,Tech Company 149,Ha Noi,28-55 millions,"Python, PyTorch, AWS",Senior,2024-04-17
Frontend Developer,Tech Company 179,Ha Noi,16-29 millions,"VueJS, Nuxt",Junior,2024-04-05
Tester/QA,Tech Company 394,Ha Noi,14-31 millions,"Selenium, Python",Junior,2025-02-10
Frontend Developer,Tech Company 360,Ho Chi Minh,,"Angular, RxJS",Junior,2024-08-05
Tester/QA,Tech Company 328,Ho Chi Minh,,"Selenium, Python",Senior,2024-05-29
Mobile Developer,Tech Company 243,Ha Noi,18-29 millions,"Flutter, Dart",Junior,2025-03-16
Backend Developer,Tech Company 73,Ho Chi Minh,,"Node.js, Express",Junior,2024-03-26
AI/ML Engineer,Tech Company 343,Ho Chi Minh,8-18 millions,"C++, CUDA, Computer Vision",Fresher,2024-08-07
Backend Developer,Tech Company 85,Ho Chi Minh,45-79 millions,"Python, Django",Lead,2024-10-31
Tester/QA,Tech Company 224,Da Nang,13-26 millions,"Automation, Cypress",Junior,2025-12-14
Mobile Developer,Tech Company 40,Ha Noi,16-31 millions,"Flutter, Dart",Junior,2024-07-22
Fullstack Developer,Tech Company 8,Ha Noi,28-59 millions,"Java, Angular, SQL",Senior,2024-11-20
Fullstack Developer,Tech Company 209,Ha Noi,17-28 millions,"Java, Angular, SQL",Junior,2025-11-21
Tester/QA,Tech Company 50,Ha Noi,17-30 millions,"Manual Testing, SQL",Junior,2025-08-15
Data Scientist,Tech Company 194,Ha Noi,9-20 millions,"SQL, Tableau, Python",Fresher,2025-09-07
Data Scientist,Tech Company 9,Ho Chi Minh,16-27 millions,"Python, PyTorch, AWS",Junior,2025-01-07
Frontend Developer,Tech Company 181,Ho Chi Minh,17-29 millions,"HTML, CSS, JS",Junior,2025-02-24
DevOps Engineer,Tech Company 91,Ha Noi,18-29 millions,"AWS, Docker, K8s",Junior,2025-01-17
Mobile Developer,Tech Company 224,Ho Chi Minh,26-58 millions,"Kotlin, Android",Senior,2025-11-27
Frontend Developer,Tech Company 9,Ha Noi,28-55 millions,"ReactJS, TypeScript",Senior,2025-10-27
Tester/QA,Tech Company 342,Ho Chi Minh,28-57 millions,"Selenium, Python",Senior,2024-02-03
Data Scientist,Tech Company 487,Ho Chi Minh,16-28 millions,"SQL, Tableau, Python",Junior,2025-04-25
Tester/QA,Tech Company 4,Remote,10-18 millions,"Automation, Cypress",Fresher,2025-02-09
AI/ML Engineer,Tech Company 345,Ha Noi,45-78 millions,"Python, NLP, HuggingFace",Lead,2025-02-28
Mobile Developer,Tech Company 431,Da Nang,11-23 millions,"Flutter, Dart",Junior,2025-01-18
DevOps Engineer,Tech Company 124,Ha Noi,26-57 millions,"Azure, CI/CD, Terraform",Senior,2025-03-16
Mobile Developer,Tech Company 481,Ho Chi Minh,28-57 millions,"Flutter, Dart",Senior,2024-05-11
Fullstack Developer,Tech Company 119,Remote,27-55 millions,"Java, Angular, SQL",Senior,2025-03-23
Frontend Developer,Tech Company 429,Ha Noi,10-19 millions,"HTML, CSS, JS",Fresher,2024-09-23
Data Scientist,Tech Company 395,Da Nang,20-47 millions,"Python, Pandas, Scikit-learn",Senior,2025-10-05
Frontend Developer,Tech Company 325,Ho Chi Minh,25-58 millions,"HTML, CSS, JS",Senior,2025-04-09
Data Scientist,Tech Company 431,Ho Chi Minh,29-56 millions,"Python, PyTorch, AWS",Senior,2025-07-02
Mobile Developer,Tech Company 322,Ha Noi,17-28 millions,"Swift, iOS",Junior,2024-05-27
Frontend Developer,Tech Company 73,Remote,8-18 millions,"ReactJS, TypeScript",Fresher,2024-04-19
Frontend Developer,Tech Company 201,Da Nang,13-24 millions,"ReactJS, TypeScript",Junior,2024-07-31
Mobile Developer,Tech Company 352,,8-19 millions,"Flutter, Dart",Fresher,2024-08-03
Tester/QA,Tech Company 338,Da Nang,12-22 millions,"Manual Testing, SQL",Junior,2024-07-01
Backend Developer,Tech Company 315,Ha Noi,,"Python, Django",Senior,2025-05-10
AI/ML Engineer,Tech Company 266,Ho Chi Minh,26-55 millions,"Python, TensorFlow, CV",Senior,2024-01-24
DevOps Engineer,Tech Company 113,Ho Chi Minh,29-55 millions,"AWS, Docker, K8s",Senior,2024-05-21
Fullstack Developer,Tech Company 179,Ha Noi,7-17 millions,"Java, Angular, SQL",Fresher,2024-04-04
Tester/QA,Tech Company 129,Ha Noi,27-59 millions,"Automation, Cypress",Senior,2024-07-16
AI/ML Engineer,Tech Company 160,Ha Noi,14-31 millions,"Python, NLP, HuggingFace",Junior,2025-08-24
Tester/QA,Tech Company 418,Ho Chi Minh,18-29 millions,"Automation, Cypress",Junior,2024-10-05
Mobile Developer,Tech Company 420,Ho Chi Minh,15-29 millions,"Kotlin, Android",Junior,2025-10-09
Backend Developer,Tech Company 487,,9-17 millions,"Go, Microservices",Fresher,2025-10-22
Backend Developer,Tech Company 184,Ho Chi Minh,64-111 millions,"Python, Django",Manager,2024-07-09
DevOps Engineer,Tech Company 164,,,"Azure, CI/CD, Terraform",Junior,2024-01-10
Data Scientist,Tech Company 288,Ha Noi,27-56 millions,"SQL, Tableau, Python",Senior,2024-08-26
Data Scientist,Tech Company 485,Ho Chi Minh,7-19 millions,"Python, PyTorch, AWS",Fresher,2025-09-14
Frontend Developer,Tech Company 102,Da Nang,36-65 millions,"HTML, CSS, JS",Lead,2024-11-23
Tester/QA,Tech Company 232,Ha Noi,18-29 millions,"Selenium, Python",Junior,2024-05-07
Mobile Developer,Tech Company 402,Ho Chi Minh,16-28 millions,React Native,Junior,2025-10-21
Tester/QA,Tech Company 459,Remote,40-78 millions,"Java, Appium",Lead,2024-02-07
DevOps Engineer,Tech Company 371,Ha Noi,25-57 millions,"Linux, Jenkins, Ansible",Senior,2025-03-01
DevOps Engineer,Tech Company 314,Ho Chi Minh,14-31 millions,"Azure, CI/CD, Terraform",Junior,2025-05-20
Tester/QA,Tech Company 432,Ho Chi Minh,10-21 millions,"Automation, Cypress",Fresher,2024-05-04
Backend Developer,Tech Company 166,Ha Noi,14-27 millions,"Java, Spring Boot",Junior,2024-04-17
Data Scientist,Tech Company 418,Ha Noi,42-80 millions,"Python, Pandas, Scikit-learn",Lead,2025-01-12
Backend Developer,Tech Company 485,Remote,43-73 millions,"Go, Microservices",Lead,2024-02-19
Mobile Developer,Tech Company 236,Ho Chi Minh,17-32 millions,"Swift, iOS",Junior,2025-08-20
Fullstack Developer,Tech Company 327,Ho Chi Minh,10-21 millions,"Python, VueJS, Docker",Fresher,2025-02-27
Data Scientist,Tech Company 165,Ho Chi Minh,16-29 millions,"Python, PyTorch, AWS",Junior,2024-10-14
Frontend Developer,Tech Company 286,Ha Noi,28-58 millions,"Angular, RxJS",Senior,2024-12-27
Data Scientist,Tech Company 109,Ho Chi Minh,25-59 millions,"Python, PyTorch, AWS",Senior,2024-03-02
Mobile Developer,Tech Company 390,,8-18 millions,React Native,Fresher,2025-08-27
AI/ML Engineer,Tech Company 55,Da Nang,22-45 millions,"C++, CUDA, Computer Vision",Senior,2025-05-31
DevOps Engineer,Tech Company 104,Ho Chi Minh,45-81 millions,"Azure, CI/CD, Terraform",Lead,2025-06-09
AI/ML Engineer,Tech Company 332,Ho Chi Minh,26-56 millions,"Python, NLP, HuggingFace",Senior,2025-08-14
Frontend Developer,Tech Company 137,Ha Noi,7-20 millions,"ReactJS, TypeScript",Fresher,2024-07-10
Tester/QA,Tech Company 182,Ha Noi,7-21 millions,"Java, Appium",Fresher,2024-03-27
Mobile Developer,Tech Company 26,Ho Chi Minh,14-28 millions,"Swift, iOS",Junior,2024-04-10
Mobile Developer,Tech Company 142,Ha Noi,26-57 millions,React Native,Senior,2025-08-31
Mobile Developer,Tech Company 113,Ha Noi,28-58 millions,"Flutter, Dart",Senior,2024-04-23
AI/ML Engineer,Tech Company 452,Da Nang,5-14 millions,"Python, TensorFlow, CV",Fresher,2024-08-19
Mobile Developer,Tech Company 138,Ha Noi,25-58 millions,"Kotlin, Android",Senior,2025-12-09
Data Scientist,Tech Company 376,Ho Chi Minh,17-31 millions,"SQL, Tableau, Python",Junior,2024-10-21
Tester/QA,Tech Company 162,Ho Chi Minh,10-19 millions,"Java, Appium",Fresher,2024-06-23
DevOps Engineer,Tech Company 220,Ho Chi Minh,26-55 millions,"Azure, CI/CD, Terraform",Senior,2025-04-30
AI/ML Engineer,Tech Company 305,Ho Chi Minh,15-31 millions,"Python, TensorFlow, CV",Junior,2024-01-10
Backend Developer,Tech Company 420,Ha Noi,17-29 millions,"Node.js, Express",Junior,2024-02-16
AI/ML Engineer,Tech Company 397,Ha Noi,8-17 millions,"Python, TensorFlow, CV",Fresher,2024-05-30
DevOps Engineer,Tech Company 132,Ho Chi Minh,8-18 millions,"Azure, CI/CD, Terraform",Fresher,2025-07-12
Tester/QA,Tech Company 457,Ho Chi Minh,28-56 millions,"Selenium, Python",Senior,2024-12-07
Tester/QA,Tech Company 11,Ha Noi,26-57 millions,"Selenium, Python",Senior,2025-10-17
Data Scientist,Tech Company 126,Ho Chi Minh,10-18 millions,"Python, PyTorch, AWS",Fresher,2024-02-01
Mobile Developer,Tech Company 328,Ha Noi,26-55 millions,"Swift, iOS",Senior,2025-01-21
Tester/QA,Tech Company 201,Ho Chi Minh,7-19 millions,"Manual Testing, SQL",Fresher,2024-12-05
AI/ML Engineer,Tech Company 176,Da Nang,21-47 millions,"Python, NLP, HuggingFace",Senior,2025-12-19
Tester/QA,Tech Company 475,Ho Chi Minh,26-59 millions,"Java, Appium",Senior,2025-05-25
Fullstack Developer,Tech Company 84,Ha Noi,29-58 millions,"Python, VueJS, Docker",Senior,2025-11-11
AI/ML Engineer,Tech Company 64,Ho Chi Minh,16-28 millions,"Python, TensorFlow, CV",Junior,2025-08-30
Mobile Developer,Tech Company 71,Ho Chi Minh,9-16 millions,"Swift, iOS",Fresher,2024-09-14
Fullstack Developer,Tech Company 222,Ho Chi Minh,17-28 millions,"React, Node.js, Mongo",Junior,2024-07-20
Data Scientist,Tech Company 327,Ho Chi Minh,27-56 millions,"Python, Pandas, Scikit-learn",Senior,2025-11-25
Frontend Developer,Tech Company 289,Ho Chi Minh,18-30 millions,"Angular, RxJS",Junior,2024-06-26
Fullstack Developer,Tech Company 284,Da Nang,14-23 millions,"Python, VueJS, Docker",Junior,2025-03-02
AI/ML Engineer,Tech Company 193,Ho Chi Minh,18-29 millions,"C++, CUDA, Computer Vision",Junior,2024-07-06
Frontend Developer,Tech Company 479,Ha Noi,27-58 millions,"VueJS, Nuxt",Senior,2025-05-30
DevOps Engineer,Tech Company 15,Ho Chi Minh,27-59 millions,"Azure, CI/CD, Terraform",Senior,2025-04-17
Mobile Developer,Tech Company 403,Ho Chi Minh,45-80 millions,"Flutter, Dart",Lead,2024-11-05
Fullstack Developer,Tech Company 28,Ha Noi,16-30 millions,"Python, VueJS, Docker",Junior,2024-10-27
Mobile Developer,Tech Company 236,Ho Chi Minh,27-58 millions,"Flutter, Dart",Senior,2025-06-14
AI/ML Engineer,Tech Company 290,Ho Chi Minh,25-57 millions,"C++, CUDA, Computer Vision",Senior,2024-10-24
Backend Developer,Tech Company 360,Ho Chi Minh,17-30 millions,"Python, Django",Junior,2024-02-24
Tester/QA,Tech Company 155,Ho Chi Minh,15-30 millions,"Manual Testing, SQL",Junior,2024-06-07
Backend Developer,Tech Company 1,Ha Noi,27-56 millions,"Node.js, Express",Senior,2024-03-09
Frontend Developer,Tech Company 228,Da Nang,12-24 millions,"VueJS, Nuxt",Junior,2025-06-01
AI/ML Engineer,Tech Company 431,Da Nang,13-23 millions,"Python, NLP, HuggingFace",Junior,2024-08-28
Tester/QA,Tech Company 73,Ho Chi Minh,,"Selenium, Python",Senior,2024-07-08
Fullstack Developer,Tech Company 246,Ha Noi,28-57 millions,"Python, VueJS, Docker",Senior,2025-05-02
Tester/QA,Tech Company 410,Ha Noi,17-29 millions,"Java, Appium",Junior,2025-12-15
Mobile Developer,Tech Company 200,Ho Chi Minh,6-18 millions,React Native,Fresher,2025-07-31
Tester/QA,Tech Company 240,Ho Chi Minh,10-18 millions,"Selenium, Python",Fresher,2024-05-22
Backend Developer,Tech Company 108,Ha Noi,43-81 millions,"Java, Spring Boot",Lead,2025-05-30
Mobile Developer,Tech Company 369,Ha Noi,15-28 millions,"Flutter, Dart",Junior,2025-11-02
Fullstack Developer,Tech Company 35,Ha Noi,28-58 millions,"Java, Angular, SQL",Senior,2025-02-07
Mobile Developer,Tech Company 475,Ha Noi,44-77 millions,"Kotlin, Android",Lead,2025-12-26
AI/ML Engineer,Tech Company 179,Ha Noi,28-57 millions,"Python, TensorFlow, CV",Senior,2025-08-17
Frontend Developer,Tech Company 50,Ha Noi,25-58 millions,"ReactJS, TypeScript",Senior,2024-08-25
Tester/QA,Tech Company 54,Ha Noi,28-59 millions,"Java, Appium",Senior,2024-08-30
Mobile Developer,Tech Company 59,Ho Chi Minh,45-77 millions,"Kotlin, Android",Lead,2024-09-13
Tester/QA,Tech Company 165,Ha Noi,9-20 millions,"Java, Appium",Fresher,2024-06-27
Fullstack Developer,Tech Company 252,Ho Chi Minh,9-17 millions,"Python, VueJS, Docker",Fresher,2024-09-15
Data Scientist,Tech Company 45,Ho Chi Minh,15-31 millions,"Python, PyTorch, AWS",Junior,2024-07-15
Frontend Developer,Tech Company 185,,25-55 millions,"VueJS, Nuxt",Senior,2024-01-06
Frontend Developer,Tech Company 271,Ha Noi,26-58 millions,"Angular, RxJS",Senior,2025-10-19
Tester/QA,Tech Company 411,Ha Noi,15-31 millions,"Java, Appium",Junior,2024-05-21
Mobile Developer,Tech Company 153,Ho Chi Minh,9-17 millions,"Flutter, Dart",Fresher,2025-06-13
Backend Developer,Tech Company 473,Ha Noi,6-20 millions,"Go, Microservices",Fresher,2024-10-23
DevOps Engineer,Tech Company 39,Ho Chi Minh,28-55 millions,"AWS, Docker, K8s",Senior,2024-10-21
AI/ML Engineer,Tech Company 299,Ho Chi Minh,27-57 millions,"Python, NLP, HuggingFace",Senior,2024-04-23
AI/ML Engineer,Tech Company 103,Da Nang,11-24 millions,"C++, CUDA, Computer Vision",Junior,2024-09-24
Fullstack Developer,Tech Company 468,,16-31 millions,"React, Node.js, Mongo",Junior,2025-11-10
Frontend Developer,Tech Company 307,Ho Chi Minh,43-77 millions,"ReactJS, TypeScript",Lead,2025-03-02
Tester/QA,Tech Company 255,Da Nang,21-45 millions,"Manual Testing, SQL",Senior,2024-02-06
Mobile Developer,Tech Company 11,Ha Noi,26-59 millions,"Kotlin, Android",Senior,2024-08-21
Data Scientist,Tech Company 378,Ho Chi Minh,44-78 millions,"Python, PyTorch, AWS",Lead,2025-12-01
Mobile Developer,Tech Company 282,Ha Noi,9-18 millions,"Kotlin, Android",Fresher,2025-03-13
DevOps Engineer,Tech Company 122,Ho Chi Minh,7-18 millions,"Azure, CI/CD, Terraform",Fresher,2024-02-29
Data Scientist,Tech Company 291,Ha Noi,17-31 millions,"SQL, Tableau, Python",Junior,2025-07-03
Data Scientist,Tech Company 145,Ha Noi,7-17 millions,"Python, Pandas, Scikit-learn",Fresher,2024-07-03
Data Scientist,Tech Company 63,Ho Chi Minh,7-18 millions,"SQL, Tableau, Python",Fresher,2025-11-04
Data Scientist,Tech Company 228,Ho Chi Minh,28-59 millions,"SQL, Tableau, Python",Senior,2024-08-13
AI/ML Engineer,Tech Company 358,Da Nang,21-49 millions,"C++, CUDA, Computer Vision",Senior,2024-11-22
DevOps Engineer,Tech Company 41,Ho Chi Minh,28-58 millions,"Azure, CI/CD, Terraform",Senior,2024-10-13
Data Scientist,Tech Company 372,Ho Chi Minh,17-28 millions,"SQL, Tableau, Python",Junior,2025-01-16
Data Scientist,Tech Company 11,Ho Chi Minh,27-58 millions,"Python, PyTorch, AWS",Senior,2024-04-26
AI/ML Engineer,Tech Company 31,Ho Chi Minh,16-31 millions,"C++, CUDA, Computer Vision",Junior,2024-03-27
Tester/QA,Tech Company 115,Ha Noi,17-29 millions,"Selenium, Python",Junior,2024-02-15
Mobile Developer,Tech Company 480,Ho Chi Minh,17-27 millions,"Flutter, Dart",Junior,2024-12-22
DevOps Engineer,Tech Company 175,Ha Noi,10-19 millions,"Azure, CI/CD, Terraform",Fresher,2024-01-29
Mobile Developer,Tech Company 148,Ha Noi,28-57 millions,"Flutter, Dart",Senior,2025-11-25
Tester/QA,Tech Company 134,,36-65 millions,"Automation, Cypress",Lead,2025-06-15
Data Scientist,Tech Company 487,Ho Chi Minh,18-28 millions,"Python, Pandas, Scikit-learn",Junior,2025-11-29
AI/ML Engineer,Tech Company 186,Can Tho,13-22 millions,"Python, NLP, HuggingFace",Junior,2024-10-07
Backend Developer,Tech Company 434,Ho Chi Minh,15-30 millions,"Python, Django",Junior,2024-09-27
Tester/QA,Tech Company 327,Ha Noi,16-32 millions,"Selenium, Python",Junior,2025-05-06
Backend Developer,Tech Company 489,Ho Chi Minh,26-58 millions,"Python, Django",Senior,2024-11-17
AI/ML Engineer,Tech Company 90,Ho Chi Minh,10-17 millions,"Python, NLP, HuggingFace",Fresher,2025-10-07
Backend Developer,Tech Company 260,,7-16 millions,"Java, Spring Boot",Fresher,2025-12-01
Backend Developer,Tech Company 500,Ha Noi,42-80 millions,"Java, Spring Boot",Lead,2024-09-22
DevOps Engineer,Tech Company 56,Ha Noi,17-30 millions,"Linux, Jenkins, Ansible",Junior,2024-12-24
Frontend Developer,Tech Company 213,Ho Chi Minh,7-19 millions,"VueJS, Nuxt",Fresher,2025-11-28
AI/ML Engineer,Tech Company 172,Ho Chi Minh,,"Python, TensorFlow, CV",Fresher,2025-01-03
DevOps Engineer,Tech Company 83,Da Nang,55-91 millions,"Azure, CI/CD, Terraform",Manager,2024-02-01
Fullstack Developer,Tech Company 262,Ho Chi Minh,14-30 millions,"Python, VueJS, Docker",Junior,2024-11-16
DevOps Engineer,Tech Company 372,Ha Noi,,"AWS, Docker, K8s",Senior,2025-11-03
Frontend Developer,Tech Company 258,Ha Noi,18-32 millions,"ReactJS, TypeScript",Junior,2025-08-01
Mobile Developer,Tech Company 311,Ha Noi,67-112 millions,"Flutter, Dart",Manager,2024-02-22
Tester/QA,Tech Company 467,Ha Noi,15-31 millions,"Java, Appium",Junior,2024-10-27
DevOps Engineer,Tech Company 355,Ho Chi Minh,16-31 millions,"AWS, Docker, K8s",Junior,2024-04-28
Mobile Developer,Tech Company 469,Ha Noi,14-30 millions,"Swift, iOS",Junior,2024-03-19
Data Scientist,Tech Company 474,Ha Noi,17-28 millions,"SQL, Tableau, Python",Junior,2024-05-08
Mobile Developer,Tech Company 161,Ha Noi,27-58 millions,React Native,Senior,2024-12-15
Fullstack Developer,Tech Company 461,Ho Chi Minh,8-20 millions,"Python, VueJS, Docker",Fresher,2024-07-21
Fullstack Developer,Tech Company 477,Ha Noi,16-31 millions,"React, Node.js, Mongo",Junior,2025-12-29
Backend Developer,Tech Company 68,Ho Chi Minh,14-28 millions,"Node.js, Express",Junior,2024-03-15
Mobile Developer,Tech Company 124,Ha Noi,26-57 millions,"Kotlin, Android",Senior,2025-07-24
DevOps Engineer,Tech Company 38,Ho Chi Minh,27-55 millions,"Linux, Jenkins, Ansible",Senior,2024-02-16
Tester/QA,Tech Company 149,Ho Chi Minh,28-58 millions,"Automation, Cypress",Senior,2025-03-22
Fullstack Developer,Tech Company 43,Ha Noi,28-59 millions,"Python, VueJS, Docker",Senior,2025-06-05
DevOps Engineer,Tech Company 91,Ho Chi Minh,17-29 millions,"Linux, Jenkins, Ansible",Junior,2025-03-25
Frontend Developer,Tech Company 266,Ha Noi,26-56 millions,"VueJS, Nuxt",Senior,2025-07-31
Mobile Developer,Tech Company 489,Ha Noi,43-78 millions,"Swift, iOS",Lead,2024-07-01
Data Scientist,Tech Company 161,Ha Noi,8-19 millions,"SQL, Tableau, Python",Fresher,2025-09-22
Frontend Developer,Tech Company 148,Ho Chi Minh,7-18 millions,"Angular, RxJS",Fresher,2024-06-22
Frontend Developer,Tech Company 283,Ho Chi Minh,,"VueJS, Nuxt",Lead,2024-07-30
Backend Developer,Tech Company 4,Ha Noi,,"Python, Django",Senior,2024-07-18
DevOps Engineer,Tech Company 375,Ha Noi,15-32 millions,"AWS, Docker, K8s",Junior,2025-03-12
Tester/QA,Tech Company 228,Ho Chi Minh,18-31 millions,"Java, Appium",Junior,2024-05-02
Frontend Developer,Tech Company 496,Ha Noi,45-80 millions,"VueJS, Nuxt",Lead,2024-04-29
Data Scientist,Tech Company 142,Ho Chi Minh,14-28 millions,"Python, PyTorch, AWS",Junior,2024-12-09
Frontend Developer,Tech Company 478,Ha Noi,18-27 millions,"Angular, RxJS",Junior,2024-04-12
Data Scientist,Tech Company 486,Ha Noi,28-59 millions,"Python, PyTorch, AWS",Senior,2024-02-06
Fullstack Developer,Tech Company 101,Ho Chi Minh,27-59 millions,"Python, VueJS, Docker",Senior,2025-11-20
Fullstack Developer,Tech Company 449,Ho Chi Minh,16-28 millions,"Python, VueJS, Docker",Junior,2025-10-12
Data Scientist,Tech Company 107,Ha Noi,,"Python, Pandas, Scikit-learn",Fresher,2025-09-17
AI/ML Engineer,Tech Company 179,Ho Chi Minh,27-57 millions,"C++, CUDA, Computer Vision",Senior,2025-10-15
Fullstack Developer,Tech Company 249,Ha Noi,17-31 millions,"Java, Angular, SQL",Junior,2025-11-15
DevOps Engineer,Tech Company 494,Ha Noi,16-27 millions,"Linux, Jenkins, Ansible",Junior,2024-04-25
AI/ML Engineer,Tech Company 218,Ha Noi,,"Python, NLP, HuggingFace",Lead,2025-11-09
